id;name;year;rank
5231;"Abstraction in Blue";1994;NULL
5232;Abstracto;1997;NULL
5233;"Abstrakte Oper Nr. 1";1978;NULL
5234;Abstronic;1952;NULL
5235;Absturz;1990;NULL
5236;"Absturz, Der";1922;NULL
5237;"Absuelto para matar";1995;NULL
5238;Absurd;1989;NULL
5239;"Absurd Person Singular";1985;NULL
5240;"Absurde Mord, Der";1992;NULL
5241;"Abtrnnige, Der";1927;NULL
5242;"Abu Ahmad";1960;NULL
5243;"Abu Dahab";1955;NULL
5244;"Abu el Banat";1973;NULL
5245;"Abu Hadid";1959;NULL
5246;"Abu Halmoos";1950;7.2
5247;"Abu Halmus";1947;NULL
5249;"Abu Jamus";1997;NULL
5250;"Abu Kaliya";1990;NULL
5251;"Abu lail";1961;NULL
5252;"Abu Markb och de hundrade elefanter";1925;NULL
5253;"Abu Rajkhan Beruni";1974;NULL
5254;"Abu Salim fi Afriquia";1965;NULL
5255;"Abu Salim fil Medina";1962;NULL
5256;"Abu Salim rasul gharam";1963;NULL
5257;"Abu Zarifa";1937;NULL
5258;"Abu Zeid el Hilali";1947;NULL
5259;"Abu's Dungeon";1943;NULL
5261;"Abuela's Revolt";2001;NULL
5262;"Abuelita atmica, Una";1958;NULL
5263;"Abuelita Charlestn";1962;NULL
5264;"Abuelita de antes de la guerra, Una";1975;NULL
5265;"Abuelita, La";1942;NULL
5266;Abuelitos;1999;6
5267;"Abuelo Cheno y otras historias, El";1995;4.5
5268;"Abuelo Made in Spain";1969;4.2
5269;"Abuelo tiene un plan, El";1973;3.4
5270;"Abuelo, El";1925;NULL
5271;"Abuelo, El";1954;NULL
5272;"Abuelo, El";1998;7.7
5274;"Abuk Sabuk Bir Film";1990;8.4
5275;"Abul eyoun garia";1959;NULL
5276;"Abul Hasan";1931;NULL
5277;"Abuna Messias";1939;NULL
5278;"Abunai hanashi mugen monogatari";1989;NULL
5279;"Abus de confiance";1938;5.9
5280;"Abus de confiance";1992;NULL
5281;"Abus de mfiance";1997;NULL
5284;Abuse;1996;NULL
5285;"Abuse of Power";1997;NULL
5286;Abused;1997;NULL
5288;"Abusement Park";1947;5
5289;Abuso;2001;NULL
5290;"Abuso de autoridad";1998;NULL
5291;"Abuso de confianza";1950;NULL
5292;"Abuso di potere";1972;NULL
5293;"Abuso en el rancho";1997;NULL
5294;"Abuso: Case #6433";1997;NULL
5295;Abusuan;1972;NULL
5296;"Abuzer Kadayif";2000;6.4
5297;"Abwab al Moghlaka, Al";1999;7.4
5298;Abwege;1928;8.1
5299;Abwrts;1984;6.6
5300;Abxang;2003;NULL
5301;"Aby bylo jasno";1979;NULL
5302;"Aby kwitlo zycie";1961;NULL
5303;"Abysmal Brute";1923;NULL
5304;"Abyss Live";2003;NULL
5305;"Abyss, The";1914;NULL
5306;"Abyss, The";1989;7.4
5308;"Abysses, Les";1963;NULL
5309;Abyssinia;1935;NULL
5310;"Abzocker - Eine eiskalte Affre, Die";2000;NULL
5311;"Abcdaire de Gilles Deleuze, L'";1996;NULL
5312;"Abmes (2003/I)";2003;NULL
5313;"AC Adventure 70";1970;NULL
5314;AC/DC;1969;NULL
5316;"AC/DC 2";1995;NULL
5317;"AC/DC Hook Up 15";1987;NULL
5318;"AC/DC: Let There Be Rock";1980;8.6
5319;"AC/DC: Live at Donington";1992;NULL
5320;"AC/DC: No Bull";1996;NULL
5321;"AC/DC: Stiff Upper Lip Live";2001;NULL
